,purpose,scale,level,timing,sn
10700,NA,NA,NA,NA,Cinnyris shelleyi
10701,NA,NA,NA,NA,Cinnyris congensis
10702,"Pets/display animals, horticulture",international,non-trivial,recent,Cinnyris erythrocercus
10703,NA,NA,NA,NA,Cinnyris nectarinioides
10704,"Pets/display animals, horticulture",international,non-trivial,recent,Cinnyris bifasciatus
10705,NA,NA,NA,NA,Cinnyris tsavoensis
10706,NA,NA,NA,NA,Cinnyris chalcomelas
10707,NA,NA,NA,NA,Cinnyris pembae
10708,NA,NA,NA,NA,Cinnyris bouvieri
10709,NA,NA,NA,NA,Cinnyris osea
10710,"Pets/display animals, horticulture",international,non-trivial,recent,Cinnyris habessinicus
10711,NA,NA,NA,NA,Cinnyris hellmayri
10712,"Pets/display animals, horticulture",international,non-trivial,recent,Cinnyris coccinigastrus
10713,"Pets/display animals, horticulture",international,non-trivial,recent,Cinnyris johannae
10714,"Pets/display animals, horticulture",international,non-trivial,recent,Cinnyris superbus
10715,NA,NA,NA,NA,Cinnyris rufipennis
10716,NA,NA,NA,NA,Cinnyris oustaleti
10717,"Pets/display animals, horticulture",international,non-trivial,recent,Cinnyris talatala
10718,"Pets/display animals, horticulture",international,non-trivial,recent,Cinnyris venustus
10719,NA,NA,NA,NA,Cinnyris fuscus
10720,NA,NA,NA,NA,Cinnyris ursulae
10721,NA,NA,NA,NA,Cinnyris batesi
10722,"Pets/display animals, horticulture",international,non-trivial,recent,Cinnyris cupreus
10723,"Pets/display animals, horticulture",NA,non-trivial,recent,Cinnyris asiaticus
10724,"Pets/display animals, horticulture",NA,non-trivial,recent,Cinnyris jugularis
10725,NA,NA,NA,NA,Cinnyris idenburgi
10726,NA,NA,NA,NA,Cinnyris buettikoferi
10727,NA,NA,NA,NA,Cinnyris solaris
10728,NA,NA,NA,NA,Cinnyris sovimanga
10729,NA,NA,NA,NA,Cinnyris humbloti
10730,NA,NA,NA,NA,Cinnyris comorensis
10731,NA,NA,NA,NA,Cinnyris coquerellii
10732,NA,NA,NA,NA,Cinnyris dussumieri
10733,NA,NA,NA,NA,Cinnyris moebii
10734,NA,NA,NA,NA,Cinnyris voeltzkowi
10735,NA,NA,NA,NA,Cinnyris notatus
10736,NA,NA,NA,NA,Cinnyris lotenius
10737,NA,NA,NA,NA,Aethopyga duyvenbodei
10738,NA,NA,NA,NA,Aethopyga ignicauda
10739,NA,NA,NA,NA,Aethopyga saturata
10740,NA,NA,NA,NA,Aethopyga nipalensis
10741,NA,NA,NA,NA,Aethopyga gouldiae
10742,NA,NA,NA,NA,Aethopyga temminckii
10743,NA,NA,NA,NA,Aethopyga mystacalis
10744,NA,NA,NA,NA,Aethopyga shelleyi
10745,NA,NA,NA,NA,Aethopyga vigorsii
10746,"Pets/display animals, horticulture",international,non-trivial,recent,Aethopyga siparaja
10747,"Pets/display animals, horticulture",international,non-trivial,recent,Aethopyga magnifica
10748,NA,NA,NA,NA,Aethopyga pulcherrima
10749,"Pets/display animals, horticulture",international,non-trivial,recent,Aethopyga flagrans
10750,NA,NA,NA,NA,Aethopyga guimarasensis
10751,NA,NA,NA,NA,Aethopyga bella
10752,NA,NA,NA,NA,Aethopyga eximia
10753,"Pets/display animals, horticulture",NA,non-trivial,recent,Aethopyga latouchii
10754,NA,NA,NA,NA,Aethopyga christinae
10755,NA,NA,NA,NA,Aethopyga linaraborae
10756,NA,NA,NA,NA,Aethopyga primigenia
10757,NA,NA,NA,NA,Aethopyga boltoni
10758,NA,NA,NA,NA,Prunella himalayana
10759,"Pets/display animals, horticulture",international,non-trivial,recent,Prunella collaris
10760,Sport hunting/specimen collecting,,non-trivial,recent,Prunella collaris
10761,NA,NA,NA,NA,Prunella immaculata
10762,NA,NA,NA,NA,Prunella rubeculoides
10763,NA,NA,NA,NA,Prunella strophiata
10764,NA,NA,NA,NA,Prunella fulvescens
10765,NA,NA,NA,NA,Prunella koslowi
10766,NA,NA,NA,NA,Prunella rubida
10767,NA,NA,NA,NA,Prunella montanella
10768,Food - human,NA,non-trivial,recent,Prunella modularis
10769,Food - human,NA,non-trivial,recent,Prunella modularis
10770,Sport hunting/specimen collecting,NA,non-trivial,recent,Prunella modularis
10771,Sport hunting/specimen collecting,NA,non-trivial,recent,Prunella modularis
10772,NA,NA,NA,NA,Prunella atrogularis
10773,NA,NA,NA,NA,Prunella ocularis
10774,NA,NA,NA,NA,Peucedramus taeniatus
10775,NA,NA,NA,NA,Urocynchramus pylzowi
10776,"Pets/display animals, horticulture",international,non-trivial,recent,Bubalornis albirostris
10777,NA,NA,NA,NA,Bubalornis niger
10778,"Pets/display animals, horticulture",NA,non-trivial,recent,Dinemellia dinemelli
10779,NA,NA,NA,NA,Plocepasser mahali
10780,NA,NA,NA,NA,Plocepasser superciliosus
10781,NA,NA,NA,NA,Plocepasser donaldsoni
10782,NA,NA,NA,NA,Plocepasser rufoscapulatus
10783,NA,NA,NA,NA,Histurgops ruficauda
10784,NA,NA,NA,NA,Sporopipes squamifrons
10785,"Pets/display animals, horticulture",international,non-trivial,recent,Sporopipes frontalis
10786,NA,NA,NA,NA,Pseudonigrita arnaudi
10787,NA,NA,NA,NA,Pseudonigrita cabanisi
10788,NA,NA,NA,NA,Philetairus socius
10789,"Pets/display animals, horticulture",international,non-trivial,recent,Amblyospiza albifrons
10790,"Pets/display animals, horticulture",international,non-trivial,recent,Quelea cardinalis
10791,NA,NA,NA,NA,Quelea erythrops
10792,"Pets/display animals, horticulture",international,non-trivial,recent,Quelea quelea
10793,"Pets/display animals, horticulture",international,non-trivial,recent,Euplectes afer
10794,NA,NA,NA,NA,Euplectes diadematus
10795,"Pets/display animals, horticulture",international,non-trivial,recent,Euplectes aureus
10796,NA,NA,NA,NA,Euplectes gierowii
10797,NA,NA,NA,NA,Euplectes hordeaceus
10798,"Pets/display animals, horticulture",international,non-trivial,recent,Euplectes franciscanus
10799,"Pets/display animals, horticulture",international,non-trivial,recent,Euplectes orix
10800,NA,NA,NA,NA,Euplectes nigroventris
10801,NA,NA,NA,NA,Euplectes ardens
10802,"Pets/display animals, horticulture",international,non-trivial,recent,Euplectes laticauda
10803,NA,NA,NA,NA,Euplectes capensis
10804,NA,NA,NA,NA,Euplectes macroura
10805,"Pets/display animals, horticulture",international,non-trivial,recent,Euplectes axillaris
10806,NA,NA,NA,NA,Euplectes albonotatus
10807,"Pets/display animals, horticulture",international,non-trivial,recent,Euplectes hartlaubi
10808,NA,NA,NA,NA,Euplectes jacksoni
10809,NA,NA,NA,NA,Euplectes psammacromius
10810,NA,NA,NA,NA,Euplectes progne
10811,"Pets/display animals, horticulture",international,non-trivial,recent,Foudia madagascariensis
10812,"Pets/display animals, horticulture",international,non-trivial,recent,Foudia aldabrana
10813,"Pets/display animals, horticulture",international,non-trivial,recent,Foudia consobrina
10814,NA,NA,NA,NA,Foudia eminentissima
10815,NA,NA,NA,NA,Foudia omissa
10816,"Pets/display animals, horticulture",international,non-trivial,recent,Foudia delloni
10817,NA,NA,NA,NA,Foudia rubra
10818,NA,NA,NA,NA,Foudia sechellarum
10819,NA,NA,NA,NA,Foudia flavicans
10820,NA,NA,NA,NA,Brachycope anomala
10821,NA,NA,NA,NA,Ploceus baglafecht
10822,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus bannermani
10823,NA,NA,NA,NA,Ploceus batesi
10824,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus nigrimentus
10825,NA,NA,NA,NA,Ploceus bertrandi
10826,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus pelzelni
10827,NA,NA,NA,NA,Ploceus subpersonatus
10828,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus luteolus
10829,NA,NA,NA,NA,Ploceus ocularis
10830,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus brachypterus
10831,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus nigricollis
10832,NA,NA,NA,NA,Ploceus alienus
10833,NA,NA,NA,NA,Ploceus melanogaster
10834,NA,NA,NA,NA,Ploceus capensis
10835,NA,NA,NA,NA,Ploceus temporalis
10836,NA,NA,NA,NA,Ploceus subaureus
10837,NA,NA,NA,NA,Ploceus holoxanthus
10838,"Pets/display animals, horticulture",NA,non-trivial,recent,Ploceus xanthops
10839,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus aurantius
10840,NA,NA,NA,NA,Ploceus heuglini
10841,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus bojeri
10842,NA,NA,NA,NA,Ploceus castaneiceps
10843,NA,NA,NA,NA,Ploceus princeps
10844,NA,NA,NA,NA,Ploceus castanops
10845,NA,NA,NA,NA,Ploceus xanthopterus
10846,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus burnieri
10847,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus galbula
10848,NA,NA,NA,NA,Ploceus taeniopterus
10849,"Pets/display animals, horticulture",NA,non-trivial,recent,Ploceus intermedius
10850,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus velatus
10851,NA,NA,NA,NA,Ploceus katangae
10852,NA,NA,NA,NA,Ploceus ruweti
10853,NA,NA,NA,NA,Ploceus reichardi
10854,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus vitellinus
10855,NA,NA,NA,NA,Ploceus spekei
10856,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus spekeoides
10857,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus cucullatus
10858,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus grandis
10859,NA,NA,NA,NA,Ploceus castaneofuscus
10860,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus nigerrimus
10861,NA,NA,NA,NA,Ploceus weynsi
10862,Food - human,NA,non-trivial,recent,Ploceus golandi
10863,NA,NA,NA,NA,Ploceus dichrocephalus
10864,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus melanocephalus
10865,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus jacksoni
10866,NA,NA,NA,NA,Ploceus badius
10867,"Pets/display animals, horticulture",NA,non-trivial,recent,Ploceus rubiginosus
10868,NA,NA,NA,NA,Ploceus aureonucha
10869,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus tricolor
10870,NA,NA,NA,NA,Ploceus albinucha
10871,NA,NA,NA,NA,Ploceus nelicourvi
10872,NA,NA,NA,NA,Ploceus sakalava
10873,"Pets/display animals, horticulture",NA,non-trivial,recent,Ploceus hypoxanthus
10874,NA,NA,NA,NA,Ploceus superciliosus
10875,Food - human,,non-trivial,recent,Ploceus benghalensis
10876,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus benghalensis
10877,NA,NA,NA,NA,Ploceus manyar
10878,NA,NA,NA,NA,Ploceus philippinus
10879,"Pets/display animals, horticulture",NA,non-trivial,recent,Ploceus megarhynchus
10880,NA,NA,NA,NA,Ploceus bicolor
10881,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus preussi
10882,NA,NA,NA,NA,Ploceus dorsomaculatus
10883,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus olivaceiceps
10884,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus nicolli
10885,NA,NA,NA,NA,Ploceus insignis
10886,NA,NA,NA,NA,Ploceus angolensis
10887,NA,NA,NA,NA,Ploceus sanctithomae
10888,"Pets/display animals, horticulture",international,non-trivial,recent,Ploceus flavipes
10889,NA,NA,NA,NA,Malimbus coronatus
10890,NA,NA,NA,NA,Malimbus cassini
10891,NA,NA,NA,NA,Malimbus racheliae
10892,NA,NA,NA,NA,Malimbus ballmanni
10893,NA,NA,NA,NA,Malimbus scutatus
10894,NA,NA,NA,NA,Malimbus ibadanensis
10895,"Pets/display animals, horticulture",international,non-trivial,recent,Malimbus nitens
10896,NA,NA,NA,NA,Malimbus rubricollis
10897,NA,NA,NA,NA,Malimbus erythrogaster
10898,NA,NA,NA,NA,Malimbus malimbicus
10899,"Pets/display animals, horticulture",international,non-trivial,recent,Anaplectes leuconotos
10900,NA,NA,NA,NA,Anaplectes rubriceps
10901,"Pets/display animals, horticulture",international,non-trivial,recent,Anaplectes jubaensis
10902,NA,NA,NA,NA,Lagonosticta rara
10903,NA,NA,NA,NA,Lagonosticta rufopicta
10904,NA,NA,NA,NA,Lagonosticta nitidula
10905,"Pets/display animals, horticulture",NA,non-trivial,recent,Lagonosticta senegala
10906,"Pets/display animals, horticulture",international,non-trivial,recent,Lagonosticta sanguinodorsalis
10907,"Pets/display animals, horticulture",international,non-trivial,recent,Lagonosticta umbrinodorsalis
10908,NA,NA,NA,NA,Lagonosticta rhodopareia
10909,"Pets/display animals, horticulture",international,non-trivial,recent,Lagonosticta virata
10910,"Pets/display animals, horticulture",international,non-trivial,recent,Lagonosticta rubricata
10911,"Pets/display animals, horticulture",international,non-trivial,recent,Lagonosticta vinacea
10912,NA,NA,NA,NA,Lagonosticta nigricollis
10913,NA,NA,NA,NA,Lagonosticta larvata
10914,NA,NA,NA,NA,Clytospiza monteiri
10915,"Pets/display animals, horticulture",international,non-trivial,recent,Pytilia lineata
10916,NA,NA,NA,NA,Pytilia phoenicoptera
10917,"Pets/display animals, horticulture",international,non-trivial,recent,Pytilia afra
10918,NA,NA,NA,NA,Pytilia hypogrammica
10919,"Pets/display animals, horticulture",international,non-trivial,recent,Pytilia melba
10920,"Pets/display animals, horticulture",NA,non-trivial,recent,Hypargos margaritatus
10921,NA,NA,NA,NA,Hypargos niveoguttatus
10922,"Pets/display animals, horticulture",international,non-trivial,recent,Euschistospiza dybowskii
10923,NA,NA,NA,NA,Euschistospiza cinereovinacea
10924,NA,NA,NA,NA,Granatina granatina
10925,NA,NA,NA,NA,Granatina ianthinogaster
10926,NA,NA,NA,NA,Uraeginthus angolensis
10927,"Pets/display animals, horticulture",NA,non-trivial,recent,Uraeginthus bengalus
10928,"Pets/display animals, horticulture",NA,non-trivial,recent,Uraeginthus cyanocephalus
10929,"Pets/display animals, horticulture",international,non-trivial,recent,Spermophaga poliogenys
10930,"Pets/display animals, horticulture",international,non-trivial,recent,Spermophaga haematina
10931,NA,NA,NA,NA,Spermophaga ruficapilla
10932,"Pets/display animals, horticulture",international,non-trivial,recent,Pyrenestes ostrinus
10933,"Pets/display animals, horticulture",international,non-trivial,recent,Pyrenestes sanguineus
10934,NA,NA,NA,NA,Pyrenestes minor
10935,"Pets/display animals, horticulture",international,non-trivial,recent,Glaucestrilda coerulescens
10936,NA,NA,NA,NA,Glaucestrilda perreini
10937,NA,NA,NA,NA,Glaucestrilda thomensis
10938,"Pets/display animals, horticulture",international,non-trivial,recent,Estrilda poliopareia
10939,NA,NA,NA,NA,Estrilda paludicola
10940,"Pets/display animals, horticulture",international,non-trivial,recent,Estrilda melpoda
10941,NA,NA,NA,NA,Estrilda rhodopyga
10942,NA,NA,NA,NA,Estrilda rufibarba
10943,"Pets/display animals, horticulture",international,non-trivial,recent,Estrilda troglodytes
10944,"Pets/display animals, horticulture",international,non-trivial,recent,Estrilda astrild
10945,NA,NA,NA,NA,Estrilda nigriloris
10946,NA,NA,NA,NA,Estrilda nonnula
10947,"Pets/display animals, horticulture",international,non-trivial,recent,Estrilda atricapilla
10948,NA,NA,NA,NA,Estrilda kandti
10949,NA,NA,NA,NA,Brunhilda charmosyna
10950,"Pets/display animals, horticulture",international,non-trivial,recent,Brunhilda erythronotos
10951,"Pets/display animals, horticulture",NA,non-trivial,recent,Mandingoa nitidula
10952,NA,NA,NA,NA,Cryptospiza reichenovii
10953,"Pets/display animals, horticulture",NA,non-trivial,recent,Cryptospiza salvadorii
10954,NA,NA,NA,NA,Cryptospiza jacksoni
10955,"Pets/display animals, horticulture",international,non-trivial,recent,Cryptospiza shelleyi
10956,"Pets/display animals, horticulture",international,non-trivial,recent,Coccopygia bocagei
10957,"Pets/display animals, horticulture",international,non-trivial,recent,Coccopygia melanotis
10958,NA,NA,NA,NA,Coccopygia quartinia
10959,NA,NA,NA,NA,Nesocharis shelleyi
10960,NA,NA,NA,NA,Nesocharis ansorgei
10961,NA,NA,NA,NA,Delacourella capistrata
10962,"Pets/display animals, horticulture",international,non-trivial,recent,Nigrita fusconotus
10963,"Pets/display animals, horticulture",international,non-trivial,recent,Nigrita bicolor
10964,"Pets/display animals, horticulture",international,non-trivial,recent,Nigrita luteifrons
10965,"Pets/display animals, horticulture",international,non-trivial,recent,Nigrita canicapillus
10966,NA,NA,NA,NA,Parmoptila woodhousei
10967,NA,NA,NA,NA,Parmoptila rubrifrons
10968,NA,NA,NA,NA,Parmoptila jamesoni
10969,NA,NA,NA,NA,Amadina erythrocephala
10970,NA,NA,NA,NA,Amadina fasciata
10971,NA,NA,NA,NA,Ortygospiza atricollis
10972,NA,NA,NA,NA,Amandava amandava
10973,"Pets/display animals, horticulture",NA,non-trivial,recent,Amandava formosa
10974,"Pets/display animals, horticulture",international,non-trivial,recent,Amandava subflava
10975,"Pets/display animals, horticulture",NA,non-trivial,recent,Paludipasser locustella
10976,NA,NA,NA,NA,Spermestes cucullata
10977,"Pets/display animals, horticulture",international,non-trivial,recent,Spermestes bicolor
10978,"Pets/display animals, horticulture",international,non-trivial,recent,Spermestes fringilloides
10979,NA,NA,NA,NA,Spermestes griseicapilla
10980,NA,NA,NA,NA,Lepidopygia nana
10981,"Pets/display animals, horticulture",international,non-trivial,recent,Euodice cantans
10982,Food - human,NA,non-trivial,recent,Euodice malabarica
10983,"Pets/display animals, horticulture",NA,non-trivial,recent,Euodice malabarica
10984,NA,NA,NA,NA,Lonchura striata
10985,NA,NA,NA,NA,Lonchura leucogastroides
10986,NA,NA,NA,NA,Lonchura fuscans
10987,"Pets/display animals, horticulture",international,non-trivial,recent,Lonchura molucca
10988,NA,NA,NA,NA,Lonchura punctulata
10989,"Pets/display animals, horticulture",international,non-trivial,recent,Lonchura kelaarti
10990,NA,NA,NA,NA,Lonchura leucogastra
10991,"Pets/display animals, horticulture",international,non-trivial,recent,Lonchura tristissima
10992,NA,NA,NA,NA,Lonchura leucosticta
10993,NA,NA,NA,NA,Lonchura quinticolor
10994,Food - human,,non-trivial,recent,Lonchura malacca
10995,"Pets/display animals, horticulture",international,non-trivial,recent,Lonchura malacca
10996,NA,NA,NA,NA,Lonchura atricapilla
10997,"Pets/display animals, horticulture",international,non-trivial,recent,Lonchura ferruginosa
10998,NA,NA,NA,NA,Lonchura maja
10999,"Pets/display animals, horticulture",international,non-trivial,recent,Lonchura pallida
11000,NA,NA,NA,NA,Lonchura grandis
11001,NA,NA,NA,NA,Lonchura vana
11002,"Pets/display animals, horticulture",international,non-trivial,recent,Lonchura caniceps
11003,NA,NA,NA,NA,Lonchura nevermanni
11004,NA,NA,NA,NA,Lonchura spectabilis
11005,NA,NA,NA,NA,Lonchura forbesi
11006,NA,NA,NA,NA,Lonchura hunsteini
11007,NA,NA,NA,NA,Lonchura flaviprymna
11008,"Pets/display animals, horticulture",international,non-trivial,recent,Lonchura castaneothorax
11009,"Pets/display animals, horticulture",international,non-trivial,recent,Lonchura stygia
11010,NA,NA,NA,NA,Lonchura teerinki
11011,NA,NA,NA,NA,Lonchura monticola
11012,NA,NA,NA,NA,Lonchura montana
11013,"Pets/display animals, horticulture",international,non-trivial,recent,Lonchura melaena
11014,NA,NA,NA,NA,Padda fuscata
11015,Food - human,,non-trivial,recent,Padda oryzivora
11016,"Pets/display animals, horticulture",international,non-trivial,recent,Padda oryzivora
11017,Sport hunting/specimen collecting,international,non-trivial,recent,Padda oryzivora
11018,NA,NA,NA,NA,Heteromunia pectoralis
11019,NA,NA,NA,NA,Stagonopleura bella
11020,NA,NA,NA,NA,Stagonopleura oculata
11021,"Pets/display animals, horticulture",international,non-trivial,recent,Stagonopleura guttata
11022,NA,NA,NA,NA,Oreostruthus fuliginosus
11023,NA,NA,NA,NA,Emblema pictum
11024,"Pets/display animals, horticulture",international,non-trivial,recent,Neochmia temporalis
11025,"Pets/display animals, horticulture",international,non-trivial,recent,Neochmia phaeton
11026,"Pets/display animals, horticulture",international,non-trivial,recent,Neochmia evangelinae
11027,"Pets/display animals, horticulture",international,non-trivial,recent,Neochmia ruficauda
11028,NA,NA,NA,NA,Neochmia modesta
11029,NA,NA,NA,NA,Poephila personata
11030,NA,NA,NA,NA,Poephila acuticauda
11031,NA,NA,NA,NA,Poephila cincta
11032,"Pets/display animals, horticulture",international,non-trivial,recent,Taeniopygia guttata
11033,"Pets/display animals, horticulture",international,non-trivial,recent,Taeniopygia castanotis
11034,NA,NA,NA,NA,Taeniopygia bichenovii
11035,"Pets/display animals, horticulture",NA,non-trivial,recent,Erythrura hyperythra
11036,NA,NA,NA,NA,Erythrura prasina
11037,"Pets/display animals, horticulture",international,non-trivial,recent,Erythrura viridifacies
11038,"Pets/display animals, horticulture",international,non-trivial,recent,Erythrura tricolor
11039,"Pets/display animals, horticulture",international,non-trivial,recent,Erythrura coloria
